id_autor,nome,nacionalidade
738,Srta. Maria Júlia Nogueira,Paquistão
739,Bryan Nogueira,Guam
740,Apollo Porto,Domínica
741,Bruno Caldeira,República Centro-Africana
742,Eloah Peixoto,Ilha do Natal
743,Milena Ribeiro,Macau
744,Juan Albuquerque,Maurícia
745,José Miguel Machado,Ilhas Salomão
746,Marcela Gonçalves,Burundi
747,Emilly Silveira,Ilhas Heard e McDonald
748,Maria Liz Lima,Filipinas
749,João Gabriel Costa,Turquemenistão
750,Luara Aragão,Equador
751,Catarina Leão,Bahamas
752,Sara Garcia,Costa do Marfim
753,Nathan Pires,Honduras
754,Clarice Souza,Egito
755,Davi Luiz Pinto,Groenlândia
756,Sr. Dante Siqueira,Domínica
757,Srta. Manuella Monteiro,Tonga
758,Dra. Zoe Correia,Uganda
759,Dra. Kamilly da Mota,Gabão
760,Josué da Paz,Turquia
761,Sofia Costela,Peru
762,João Felipe Câmara,Croácia
763,Enzo Gabriel Andrade,Senegal
764,Natália Borges,Brasil
765,Caroline Nunes,Polinésia Francesa
766,Dr. Davi Lucca Machado,Estados Unidos
767,Dr. Breno Cunha,Jan Mayen
768,Sophie da Mota,Svalbard e Jan Mayen
769,Alana Gonçalves,Taiwan
770,Emilly Fonseca,Hungria
771,Calebe Guerra,Estônia
772,Lunna Ramos,Líbia
773,Heloisa Aparecida,Nauru
774,Ana Beatriz Aragão,Sudão
775,Bryan Jesus,Akrotiri
776,Ana Julia Moura,Barein
777,Josué Rodrigues,Domínica
778,Srta. Ana Júlia Gonçalves,Chipre
779,Maria Laura Ramos,Haiti
780,Eloah Gonçalves,Anguila
781,Ryan Novais,Porto Rico
782,Davi Luiz Rezende,Iêmen
783,Marina Porto,Polônia
784,Arthur Gabriel Campos,Jamaica
785,Calebe Sousa,Aruba
786,Maria Fernanda Cirino,Cazaquistão
787,Cauã Câmara,Territórios Austrais Franceses
788,Luiz Fernando Farias,Eslováquia
789,Srta. Daniela Duarte,Ilhas Falkland
790,Antony Cavalcanti,Burquina Faso
791,Joaquim Siqueira,Bolívia
792,Davi da Costa,Granada
793,Valentim Pimenta,São Pedro e Miquelon
794,Ana Beatriz Pires,Guiné
795,Manuella Albuquerque,Burundi
796,Asafe Nunes,Sudão
797,Srta. Eloah Lopes,Dhekelia
798,Ana Cecília Abreu,Síria
799,Luan Marques,Moçambique
800,Erick Castro,São Vicente e Granadinas
801,Enzo Gabriel Abreu,Porto Rico
802,Isabel Teixeira,Israel
803,Henrique Fogaça,Suriname
804,Samuel Azevedo,Alemanha
805,Dr. João Miguel Santos,Suécia
806,Nathan Machado,Camboja
807,Theo Guerra,Guiné Equatorial
808,Isis Moura,Eritreia
809,Ana Clara Silva,União Europeia
810,Davi Miguel Rocha,Bermudas
811,Lucca da Cruz,Guatemala
812,Nathan Souza,Suíça
813,Rael Sousa,Svalbard e Jan Mayen
814,João Pedro Silva,Itália
815,Lara Monteiro,Maurícia
816,José Pedro Silveira,Nauru
817,Evelyn Pereira,Geórgia do Sul e Sandwich do Sul
818,Anthony Pires,Índia
819,Maria Isis Pimenta,Costa do Marfim
820,Srta. Ana Júlia Nascimento,Brasil
821,Antonella Correia,Clipperton Island
822,Davi Lucca Sá,Nauru
823,Bianca Farias,Rússia
824,Matheus Rios,República Centro-Africana
825,Rodrigo Rodrigues,Suíça
826,Srta. Sara das Neves,Marianas do Norte
827,Théo Rocha,Tailândia
828,Luan Farias,Chile
829,Cecilia da Mota,Ilhas Turcas e Caicos
830,Rebeca Ferreira,Cazaquistão
831,Ayla Mendes,Zâmbia
832,Mirella Sampaio,Honduras
833,Josué Barbosa,Akrotiri
834,Gael Guerra,Papua-Nova Guiné
835,Eduarda Cardoso,Níger
836,Ísis Pires,Macedônia do Norte
837,Luiz Felipe Cavalcanti,Camarões
838,Sr. Bento Brito,Equador
839,Benício Gomes,Coral Sea Islands
840,Ester Caldeira,Países Baixos
841,Bárbara Souza,Liechtenstein
842,Sra. Jade Fernandes,Suazilândia
843,José Miguel Alves,Cuba
844,Davi Lucas Barros,Costa do Marfim
845,Letícia Correia,Mali
846,Sabrina Barbosa,Grécia
847,Leandro Cavalcanti,Suriname
848,Sr. José Miguel Caldeira,Dhekelia
849,Sr. Arthur Guerra,Líbia
850,Dra. Laura Nascimento,São Tomé e Príncipe
851,Giovanna Porto,Santa Helena
852,Srta. Emanuelly da Cunha,Ucrânia
853,Otávio Lima,Ilhas Caiman
854,Maria Correia,São Tomé e Príncipe
855,Mariana Aparecida,Micronésia
856,Lucas Gabriel Pimenta,Palau
857,Luna Pimenta,Venezuela
858,Noah Castro,Guiana
859,Catarina Araújo,Coreia do Sul
860,Srta. Luísa Pimenta,Mali
861,Dr. Rael Guerra,Nova Caledónia
862,Rebeca Barbosa,Liechtenstein
863,Ana Luiza Pimenta,Ilhas dos Cocos
864,Caio Freitas,Camarões
865,Isabelly Costa,Honduras
866,Alana Cirino,Serra Leoa
867,Dra. Isabelly Gomes,Birmânia
868,Guilherme Silveira,Micronésia
869,Melina Costela,Cuba
870,Isadora Nascimento,Libéria
871,Lucas Gabriel Silveira,Guiné
872,Anthony da Rocha,Taiwan
873,Agatha Cavalcante,Coreia do Norte
874,Theo da Paz,Finlândia
875,Henrique Vargas,Arábia Saudita
876,Sra. Sabrina Albuquerque,São Pedro e Miquelon
877,Apollo Farias,Ilhas Virgens Americanas
878,Dr. Igor Sampaio,Argélia
879,Isaac Fernandes,Paraguai
880,Ana Beatriz Cavalcanti,Faroé
881,Bernardo Cardoso,Vaticano
882,Srta. Maria Sampaio,Bermudas
883,Maya Andrade,Suécia
884,Mariana Andrade,Tonga
885,Liz Moura,Líbia
886,Sophia Jesus,Estônia
887,Ayla Sá,Líbia
888,Igor Vasconcelos,Ruanda
889,Bella Gomes,Nepal
890,Vicente Cavalcante,Sérvia
891,Noah Machado,França
892,Alexandre Barros,Iran
893,Stella Porto,Marrocos
894,Dom Machado,Dhekelia
895,Sr. Thomas Albuquerque,Costa Rica
896,Léo Duarte,Burundi
897,Enzo Freitas,Ruanda
898,Dr. Bruno Moraes,Lesoto
899,Ana Cecília Jesus,Arábia Saudita
900,Catarina Martins,Estados Unidos
901,Clarice Ferreira,Jersey
902,Igor Gomes,Tanzânia
903,Vitor Gabriel Pinto,Ilha de Man
904,Luiz Fernando Castro,França
905,Theo Mendonça,Moçambique
906,Heitor das Neves,Costa do Marfim
907,João Felipe Moreira,Croácia
908,Lunna da Rocha,Hungria
909,Sr. Enzo Alves,Brasil
910,Sra. Ana Lívia Nascimento,Seicheles
911,Zoe Sá,Somália
912,Sr. Oliver Campos,Moçambique
913,Maysa Vargas,Seicheles
914,Raul Casa Grande,Finlândia
915,Bernardo Melo,Portugal
916,Benjamin da Cunha,Bielorrússia
917,Arthur Gabriel Barbosa,Nigéria
918,Melissa Cirino,Arábia Saudita
919,Brenda Melo,Vaticano
920,Camila Peixoto,União Europeia
921,Maria Cecília Fonseca,Ilhas Cook
922,Valentim Mendes,Svalbard e Jan Mayen
923,Joana Sousa,Seicheles
924,Paulo Silveira,Dhekelia
925,Alexandre Novais,Coral Sea Islands
926,Ana Sophia Gomes,Aruba
927,Rafael Marques,Polinésia Francesa
928,Dante Silva,Mônaco
929,Sr. Danilo Fonseca,Sara Ocidental
930,Luna Fernandes,Venezuela
931,Ravi Garcia,Macedônia do Norte
932,Diego Rezende,Moçambique
933,Sr. Levi Pastor,Emirados Árabes Unidos
934,Kaique Carvalho,Burquina Faso
935,Emanuelly Porto,Kuwait
936,Lucas Sales,Ilha de Man
937,Olívia Azevedo,Panamá
938,Thomas Mendonça,Iêmen
939,Brayan Aparecida,Coreia do Sul
940,Srta. Eloá Siqueira,Gabão
941,Caleb Campos,Líbia
942,Cecilia Moraes,Territórios Austrais Franceses
943,Davi Luiz Câmara,Domínica
944,Julia Andrade,Polinésia Francesa
945,Mariana Farias,Ilha Norfolk
946,Dr. Carlos Eduardo Pereira,Ilhas Marshall
947,Carolina Cassiano,Territórios Austrais Franceses
948,Mariana Alves,Maurícia
949,Carolina da Rocha,Colômbia
950,Pedro Henrique das Neves,Luxemburgo
951,Thiago Campos,Equador
952,Caroline Nascimento,Ilha Norfolk
953,Anna Liz Campos,Costa do Marfim
954,Rael da Rocha,Rússia
955,João Pereira,Canadá
956,Davi Luiz da Rocha,Sri Lanka
957,Sr. Ravi Lucca da Costa,Guiné Equatorial
958,Cecília Pacheco,Islândia
959,Yasmin Rios,Bulgária
960,Maria Helena Castro,Usbequistão
961,Maria Flor Machado,Ilhas Virgens Britânicas
962,Isabelly Santos,Brasil
963,Nina Camargo,Cabo Verde
964,Milena Monteiro,Armênia
965,Felipe Gomes,Bolívia
966,Luiza Porto,Papua-Nova Guiné
967,Dra. Ana Vitória Rodrigues,Honduras
968,Pietro Sá,Bielorrússia
969,Alexandre Dias,Guiné
970,Rodrigo Freitas,Santa Helena
971,Luiz Gustavo Farias,Argentina
972,Maria Júlia Garcia,Pitcairn
973,Dr. Pedro Miguel Cavalcante,Etiópia
974,Renan Camargo,África do Sul
975,Natália Pereira,Angola
976,Bernardo Pinto,Malásia
977,Letícia Melo,Lesoto
978,Luigi Azevedo,Panamá
979,Eloá Machado,Faroé
980,Ana Liz Gomes,Iraque
981,Luiz Otávio Nogueira,Groenlândia
982,Dom Monteiro,Antilhas Holandesas
983,Sra. Anna Liz Lima,Anguila
984,João Felipe Marques,Wallis e Futuna
985,Eloá Cunha,Macau
986,Emanuella Câmara,Bahamas
987,Dra. Maria Helena Nascimento,Afeganistão
988,Daniela Melo,Angola
989,Dra. Kamilly Caldeira,Somália
990,Ísis Carvalho,Santa Helena
991,Lunna Brito,Congo-Brazzaville
992,Manuella Mendonça,Groenlândia
993,Sr. Ian Cavalcanti,Lituânia
994,Sarah da Cunha,Território Britânico do Oceano Índico
995,Marina Siqueira,Albânia
996,Benjamin da Costa,Dinamarca
997,Josué Viana,Macedônia do Norte
998,Dr. Vitor Costela,Argentina
999,Maria Vitória Lopes,Brunei
1000,Carolina Santos,Ilhas Turcas e Caicos
1001,Dra. Lavínia Montenegro,Letônia
1002,Julia Rios,Salvador
1003,Maria Fernanda Albuquerque,Guiné
1004,João Gabriel Vasconcelos,Dhekelia
1005,Dr. Otávio Camargo,Sudão
1006,Guilherme Porto,Iran
1007,Pietro Sá,Usbequistão
1008,Yan Gomes,Ilha do Natal
1009,Lorena da Cruz,Gâmbia
1010,Maria Vitória Moreira,Tonga
1011,Kamilly Fogaça,Monserrate
1012,Kaique Garcia,Gabão
1013,Dr. Calebe da Conceição,Reino Unido
1014,Asafe Silva,Seicheles
1015,Dr. Dom Nascimento,Gâmbia
1016,Enzo Vasconcelos,Comores
1017,Enrico Pinto,Paquistão
1018,Vinícius da Paz,São Marinho
1019,Ana Julia Freitas,Líbano
1020,Igor Viana,Barein
1021,João Pedro Cunha,Trindade e Tobago
1022,Eloá Gomes,Navassa Island
1023,Fernando Martins,Sudão
1024,Melissa Pereira,Etiópia
1025,Henry Gabriel Farias,África do Sul
1026,Sra. Ana Clara Vasconcelos,Bósnia e Herzegovina
1027,Luiz Gustavo Cardoso,Argélia
1028,Juan Pimenta,França
1029,Cecília Fonseca,Tajiquistão
1030,Rodrigo Borges,Costa do Marfim
1031,Ana Rocha,Tunísia
1032,Dr. Leandro Carvalho,Nova Zelândia
1033,José Pedro Martins,Iraque
1034,Maria Moreira,Chipre
1035,Pedro Miguel Lima,Sara Ocidental
1036,Daniela da Cruz,Estônia
1037,Ana Julia Cavalcante,Paracel Islands
1038,Evelyn Oliveira,Guam
1039,Brenda Moraes,Palau
1040,Pietro da Paz,Croácia
1041,Helena Oliveira,Hungria
1042,Otávio da Cruz,Papua-Nova Guiné
1043,Dr. Marcelo Costela,Suécia
1044,Diogo Mendes,Ucrânia
1045,Theodoro Camargo,Birmânia
1046,Dr. Vitor Hugo Pires,Maldivas
1047,Emanuel Carvalho,Etiópia
1048,Murilo Câmara,Croácia
1049,Anna Liz Pimenta,Andorra
1050,Ayla Pires,Jan Mayen
1051,Daniel Macedo,Navassa Island
1052,Josué Cunha,Ilha Bouvet
1053,Dra. Rafaela Almeida,Camboja
1054,Maysa da Luz,Coreia do Sul
1055,Sofia Rocha,Estônia
1056,Maria Sophia Camargo,Clipperton Island
1057,Emilly Fogaça,Geórgia do Sul e Sandwich do Sul
1058,Dom Vieira,Polinésia Francesa
1059,Caleb Montenegro,Paracel Islands
1060,Thales Jesus,Senegal
1061,Maria Vitória Machado,Chade
1062,Alice Cunha,Moçambique
1063,Dra. Elisa Rezende,Antártica
1064,Yuri Santos,Lituânia
1065,Gael da Mata,Libéria
1066,Srta. Ana Júlia Cirino,Vanuatu
1067,Renan Viana,Clipperton Island
1068,Benicio Ferreira,Somália
1069,Gael Henrique Viana,Egito
1070,Luiz Miguel Cirino,Ashmore and Cartier Islands
1071,Jade Cavalcanti,São Vicente e Granadinas
1072,Vinícius Carvalho,República Checa
1073,Bella Cirino,Noruega
1074,Sra. Ana Clara Castro,Lituânia
1075,Alana da Mota,Ilhas Virgens Americanas
1076,Sr. Nathan Peixoto,Croácia
1077,Dr. Enzo Gabriel Oliveira,Uganda
1078,Hellena Borges,Comores
1079,Maysa Silveira,Egito
1080,Léo Moraes,Guam
1081,Isadora Sales,Vietnam
1082,Kevin Cunha,Japão
1083,Bernardo Silva,Ilhas Virgens Britânicas
1084,Gabrielly Correia,Faroé
1085,Pedro Miguel Moreira,Bangladesh
1086,Dr. Vitor Sales,Turquia
1087,Dra. Larissa Cassiano,Polinésia Francesa
1088,Isabel Albuquerque,Ucrânia
1089,Melissa da Mota,Costa Rica
1090,Camila Leão,Eslovênia
1091,Maria Liz Albuquerque,Niue
1092,Maysa Duarte,Haiti
1093,Marcos Vinicius Silveira,Nepal
1094,Yago Martins,Coral Sea Islands
1095,Lavínia Duarte,Nova Caledónia
1096,Clarice Porto,Mayotte
1097,Mirella Sampaio,Jan Mayen
1098,Maria Eduarda da Conceição,Egito
1099,Dra. Elisa Costela,Eslováquia
1100,Dra. Maya Sales,Monserrate
1101,Isaac Novais,Madagascar
1102,Liam da Conceição,Samoa Americana
1103,Yan da Conceição,Congo-Kinshasa
1104,Yasmin Pastor,Camarões
1105,Dr. Valentim Peixoto,Nicarágua
1106,Léo Monteiro,Cazaquistão
1107,Yasmin Sampaio,Dinamarca
1108,Luiza da Cunha,Benim
1109,Heloisa Novais,Aruba
1110,Alícia Cavalcante,Nova Zelândia
1111,Camila Machado,Angola
1112,Helena Araújo,Santa Helena
1113,Valentim Fonseca,Guiné
1114,Maria Julia Cunha,São Tomé e Príncipe
1115,Carolina Pereira,Butão
1116,Ravy Vargas,Estados Unidos
1117,Maria Fernanda Leão,Ilhas dos Cocos
1118,Fernanda da Costa,Estados Unidos
1119,Benício da Mata,Macau
1120,Isis Martins,Zimbábue
1121,Theo Castro,Montenegro
1122,Maya Vargas,Madagascar
1123,Davi Miguel Siqueira,Pitcairn
1124,Samuel da Mota,Monserrate
1125,Dra. Aurora Novais,Timor Leste
1126,Davi Pastor,Reino Unido
1127,Valentim Cavalcanti,Costa do Marfim
1128,Ravy Borges,China
1129,Marcelo Silveira,Laos
1130,Sr. Leandro Vieira,Chade
1131,Sr. João Pedro Sousa,Pitcairn
1132,João Felipe Ramos,Paracel Islands
1133,Laís Carvalho,Japão
1134,Ana Carolina Lopes,Chipre
1135,Luiz Fernando Gonçalves,Jamaica
1136,Amanda Silveira,São Tomé e Príncipe
1137,Thiago Sousa,Ilhas Turcas e Caicos
1138,Dra. Allana Fogaça,Togo
1139,Benjamin Nunes,Ilha Norfolk
1140,Yuri Sales,Liechtenstein
1141,Yan da Mota,Mônaco
1142,Bianca Gonçalves,Senegal
1143,Isabella Fogaça,Grécia
1144,Sra. Liz Oliveira,Vaticano
1145,Clara Fogaça,Nauru
1146,Raquel da Rosa,Hong Kong
1147,Cauê Castro,Navassa Island
1148,Manuela Porto,Ilhas Heard e McDonald
1149,Ayla Correia,Belize
1150,Paulo Vargas,Sara Ocidental
1151,Paulo Martins,Samoa
1152,Oliver Brito,Filipinas
1153,Heitor Dias,Turquia
1154,Ana Cecília Mendonça,Nova Caledónia
1155,Dr. Benício da Paz,Sri Lanka
1156,Dr. Dom Leão,Aruba
1157,Elisa Oliveira,Canadá
1158,Bento Sousa,Dhekelia
1159,Mariane Moura,Gibraltar
1160,Maria Rodrigues,Bermudas
1161,Eduardo Macedo,Seicheles
1162,Felipe Ferreira,Barein
1163,Aurora Pimenta,Sri Lanka
1164,Felipe Siqueira,Malásia
1165,Ana Luiza Sá,Porto Rico
1166,Brayan Novaes,Dinamarca
1167,João Guilherme Barbosa,Madagascar
1168,Sr. Davi Lucas Aparecida,Bulgária
1169,Maitê Vargas,Iraque
1170,Yuri Cunha,Zimbábue
1171,Lucas Gabriel da Conceição,Chipre
1172,Samuel Fernandes,Trindade e Tobago
1173,Murilo Monteiro,Mayotte
1174,Sr. Arthur Gabriel Duarte,Polônia
1175,Lucas Andrade,Indonésia
1176,Lucca da Cruz,Jamaica
1177,Maitê Costa,Ilhas Falkland
1178,Manuela Pimenta,Malta
1179,Julia Pires,Peru
1180,Daniela Borges,Nepal
1181,Pietra Albuquerque,Costa Rica
1182,Ana Liz Silveira,Território Britânico do Oceano Índico
1183,Ana Liz Rodrigues,Jersey
1184,Srta. Maria Isis Pimenta,Camarões
1185,Maria Luísa Sousa,Líbano
1186,Sr. Pedro Lucas da Mata,Tunísia
1187,Letícia Camargo,Egito
1188,Samuel da Cruz,Laos
1189,Joana Vasconcelos,Uganda
1190,Hellena da Paz,Coral Sea Islands
1191,Ana Sophia Pimenta,Dinamarca
1192,Breno Lima,Kuwait
1193,Maria Fernanda Fonseca,Granada
1194,Ana Liz Brito,Bermudas
1195,Lívia Rocha,Moçambique
1196,Sra. Ana Clara Fonseca,Zâmbia
1197,Anthony Monteiro,Letônia
1198,Ana Carolina Gomes,Fiji
1199,Anthony Garcia,México
1200,Luiz Fernando Fonseca,Congo-Brazzaville
1201,Ravi Peixoto,Sri Lanka
1202,Sra. Eloah Cardoso,Togo
1203,Dr. Benicio Novais,Bangladesh
1204,Marcos Vinicius Cavalcante,Canadá
1205,Nathan Sampaio,Chade
1206,Brayan Cavalcanti,Bahamas
1207,Lucas Gabriel Machado,Bélgica
1208,Alice Leão,Costa do Marfim
1209,Dr. Enzo Ferreira,Afeganistão
1210,Lavínia Costela,Tonga
1211,Sr. Rodrigo Monteiro,Indonésia
1212,João Lucas Cardoso,Haiti
1213,Laura Camargo,Polinésia Francesa
1214,Sr. Brayan Brito,Finlândia
1215,Lavínia Barbosa,Islândia
1216,Matheus Cassiano,São Marinho
1217,Rafael Mendes,São Cristóvão e Neves
1218,Cauã da Paz,Aruba
1219,Srta. Mariana da Cruz,Dinamarca
1220,Ana Carolina Costa,Bahamas
1221,Amanda Sales,Mauritânia
1222,Valentim Pastor,Guam
1223,Gustavo da Cruz,Uganda
1224,Rafaela Mendes,Jan Mayen
1225,Diego Guerra,Chile
1226,Renan Leão,Índia
1227,Maitê Carvalho,Guiné
1228,Giovanna da Mota,Iran
1229,Maria Helena da Rocha,Clipperton Island
1230,Luara Pereira,Países Baixos
1231,Valentim Souza,Mali
1232,Ana Cunha,Síria
1233,Vinicius Aparecida,Barbados
1234,Ian Macedo,Coral Sea Islands
1235,Dra. Gabriela Andrade,Panamá
1236,Asafe Cavalcanti,Mayotte
1237,Sra. Evelyn Câmara,Geórgia do Sul e Sandwich do Sul
1238,Maria Júlia Rios,Marianas do Norte
1239,Dr. Isaque da Mota,Bahamas
1240,Dr. Bryan Dias,Fiji
1241,Bryan da Luz,Chile
1242,Ayla Melo,Montenegro
1243,Paulo da Cruz,Filipinas
1244,Benício Cunha,Tajiquistão
1245,Letícia Guerra,Moldávia
1246,Yago da Mota,Barbados
1247,Luiz Henrique da Cunha,Iêmen
1248,Otto Abreu,Haiti
1249,Sr. Luiz Fernando Guerra,Luxemburgo
1250,João Caldeira,Kuwait
1251,Guilherme Souza,Benim
1252,Olivia Rocha,Eritreia
1253,Melissa da Costa,Islândia
1254,Pedro Miguel da Mata,Canadá
1255,João Miguel Pastor,Ilhas Marshall
1256,Sara Pereira,Malásia
1257,Melissa da Rocha,Ilhas Salomão
1258,Ísis Moraes,Marianas do Norte
1259,Elisa Carvalho,Afeganistão
1260,Sra. Maria Cecília Garcia,Albânia
1261,Luiz Otávio Montenegro,Coreia do Sul
1262,Dr. Anthony Gabriel Cassiano,Macedônia do Norte
1263,Sr. Daniel Ferreira,Kuwait
1264,Gustavo Henrique Machado,Samoa
1265,Laís Novais,Síria
1266,Dom Brito,Guiana
1267,Maria Alice das Neves,Mayotte
1268,Davi Miguel Leão,Singapura
1269,Aurora Campos,Coreia do Sul
1270,Sr. Calebe da Paz,Bósnia e Herzegovina
1271,Srta. Alexia Nunes,Turquia
1272,Kaique Moraes,Gibraltar
1273,Dr. Pedro Alves,Tajiquistão
1274,Valentina Porto,República Dominicana
1275,Sophia Camargo,Filipinas
1276,Dra. Ayla Cavalcanti,Costa do Marfim
1277,Dra. Maria Fernanda Alves,Groenlândia
1278,Alexandre da Rocha,Groenlândia
1279,Isabela Moraes,Costa Rica
1280,Alícia Nogueira,Croácia
1281,Carlos Eduardo Ribeiro,Barein
1282,Giovanna Sales,Etiópia
1283,Bianca Fonseca,Bangladesh
1284,Dr. Luiz Otávio Leão,Santa Helena
1285,Vinícius Garcia,Benim
1286,Ana Liz da Rosa,Macedônia do Norte
1287,Dr. Vitor Hugo Guerra,Indonésia
1288,Daniela Pacheco,Ucrânia
1289,Rhavi Monteiro,Hungria
1290,Danilo Costa,Vietnam
1291,Nicolas Farias,Comores
1292,Giovanna da Paz,Palau
1293,Rafael Oliveira,Samoa
1294,Sr. Thomas Monteiro,Vietnam
1295,Sr. Dom Azevedo,Egito
1296,Ana Júlia Costela,Maurícia
1297,Lunna Brito,Libéria
1298,Vitor Hugo Rodrigues,Clipperton Island
1299,Giovanna da Cunha,Akrotiri
1300,Maysa Cassiano,Granada
1301,Zoe Montenegro,Austrália
1302,Eloá Azevedo,Sri Lanka
1303,Ana Clara Rodrigues,Zimbábue
1304,Daniela Rios,Barein
1305,Srta. Catarina Garcia,Catar
1306,José Miguel Cunha,Dhekelia
1307,Davi Luiz Cavalcante,Moldávia
1308,Sra. Larissa Albuquerque,Congo-Brazzaville
1309,Esther Costela,Alemanha
1310,Nina Leão,Níger
1311,Nicole Camargo,Ucrânia
1312,Anthony Gabriel Montenegro,Zâmbia
1313,Dr. Oliver Araújo,Brunei
1314,Maria Luiza Melo,Brasil
1315,Luiz Otávio Fogaça,Sri Lanka
1316,Valentina Cassiano,Bielorrússia
1317,Luna Caldeira,México
1318,Sabrina Ribeiro,Trindade e Tobago
1319,Danilo Sousa,Pitcairn
1320,Isadora Casa Grande,Malásia
1321,Henry Gabriel Rezende,Clipperton Island
1322,Isabella Novais,Colômbia
1323,Murilo Camargo,Maurícia
1324,Eduarda Souza,Chile
1325,Larissa Guerra,Bangladesh
1326,Igor Sales,Malásia
1327,Ester Pires,Gabão
1328,Hadassa Ribeiro,Jordânia
1329,Maria Liz Melo,Território Britânico do Oceano Índico
1330,Thiago Albuquerque,Costa Rica
1331,João Miguel Silveira,África do Sul
1332,Sr. Arthur Miguel das Neves,Porto Rico
1333,Dra. Ana Carolina Gonçalves,Egito
1334,Luiza Cavalcante,Cuba
1335,Calebe Araújo,Jamaica
1336,Sr. Davi Luiz das Neves,Chade
1337,Sra. Maria Alice Rezende,Coreia do Sul
1338,Eloah Sampaio,Tajiquistão
1339,Davi Luiz Ribeiro,Paracel Islands
1340,Maria Liz Campos,Granada
1341,Maria Luiza Teixeira,São Cristóvão e Neves
1342,Natália Moreira,Congo-Brazzaville
1343,Dra. Emilly Abreu,Guiné
1344,Dom da Conceição,Alemanha
1345,Bento Aparecida,Finlândia
1346,Hellena Jesus,Jamaica
1347,Maria Cecília Pinto,Ilha do Natal
1348,Igor Gonçalves,Jordânia
1349,Elisa da Cruz,Nova Caledónia
1350,Bryan Fonseca,Ilhas Virgens Britânicas
1351,Mariane da Rosa,Ilha de Man
1352,Igor Aparecida,Pitcairn
1353,Vitor Monteiro,Polônia
1354,Kaique Borges,Mauritânia
1355,Srta. Fernanda Rios,Letônia
1356,Luiza Cavalcante,Porto Rico
1357,Sra. Caroline Guerra,Alemanha
1358,Sr. Mathias Vargas,Honduras
1359,Srta. Isis Silva,Mongólia
1360,Dom Nascimento,Maldivas
1361,Sr. Davi Lucas Moura,Bélgica
1362,Bruna Martins,Nicarágua
1363,Luiz Miguel Lopes,Bélgica
1364,Luiz Gustavo Casa Grande,Nicarágua
1365,Sra. Ana Vitória Leão,Uruguai
1366,João Vitor Freitas,Usbequistão
1367,Lorena Nunes,Território Britânico do Oceano Índico
1368,Davi da Rosa,Nova Caledónia
1369,Pietra Borges,Akrotiri
1370,Marcelo Abreu,República Checa
1371,Sr. Mathias Peixoto,Nigéria
1372,Stella Nogueira,Santa Helena
1373,Sra. Ísis Sousa,Gibraltar
1374,Maria Cecília Albuquerque,Jibuti
1375,Yuri Carvalho,França
1376,Heloísa Santos,Sara Ocidental
1377,Gael Lima,Hong Kong
1378,Stella da Luz,Laos
1379,Zoe Rios,Suazilândia
1380,Ryan Mendes,Nauru
1381,Isaque Fernandes,Croácia
1382,Srta. Maria Flor Moraes,Monserrate
1383,Daniela Aparecida,Suécia
1384,Ana Vitória Sampaio,Suriname
1385,Joana Azevedo,China
1386,João Guilherme Siqueira,Cuba
1387,Laura Cavalcante,Tajiquistão
1388,Renan Cardoso,Tunísia
1389,Lucas Gabriel Sales,Barein
1390,Noah Guerra,Sara Ocidental
1391,Maria Júlia Moura,Porto Rico
1392,Valentim Costa,Iran
1393,Manuela Rocha,Eslovênia
1394,Dra. Aylla Moreira,Gibraltar
1395,Rebeca Silveira,Japão
1396,Emanuella Leão,Laos
1397,Jade Fogaça,Cuba
1398,Dra. Hadassa Barros,Nicarágua
1399,Ana Cecília Gonçalves,Guiné Equatorial
1400,Renan Dias,Domínica
1401,Srta. Luana Gomes,Camarões
1402,Esther Barbosa,Guiana
1403,Joana Vasconcelos,Guernsey
1404,Evelyn Nunes,Nova Zelândia
1405,Ana Liz da Luz,Egito
1406,Davi Miguel Cassiano,Tanzânia
1407,Bianca Duarte,Ilhas Heard e McDonald
1408,Luan Melo,África do Sul
1409,Srta. Marina Souza,Quiribáti
1410,Vinicius Pacheco,Lesoto
1411,Srta. Mariana Câmara,Territórios Austrais Franceses
1412,Sara Rodrigues,Samoa Americana
1413,Anna Liz Siqueira,Quiribáti
1414,Isabelly Pereira,Tajiquistão
1415,Melissa da Rocha,Dinamarca
1416,Srta. Mariah Fogaça,Colômbia
1417,João Pacheco,Reino Unido
1418,Rhavi Albuquerque,Mauritânia
1419,Catarina Montenegro,Nigéria
1420,Henry Gabriel Câmara,Domínica
1421,Gustavo Barros,Domínica
1422,Dr. Lucas Gabriel Silveira,Venezuela
1423,Ana Liz Novaes,Macau
1424,Fernando Sá,China
1425,Dr. Thales Nunes,Bangladesh
1426,Juan Fogaça,Costa do Marfim
1427,Maria Clara Vargas,Rússia
1428,Davi Ramos,Somália
1429,Sr. João Guilherme Campos,Maurícia
1430,Olivia Ferreira,Equador
1431,Felipe Nunes,Paracel Islands
1432,Cauã Sá,Alemanha
1433,Bella Cavalcante,Albânia
1434,Rael Moraes,Haiti
1435,Lavínia Castro,Guiné
1436,Rhavi Ramos,Dhekelia
1437,Alexia Pacheco,Sudão
1438,Lavínia Brito,Egito
1439,Rael Sampaio,China
1440,Benicio Nascimento,Namíbia
1441,Dr. Davi Gonçalves,África do Sul
1442,Leonardo Porto,Bélgica
1443,Vinícius Andrade,Ilha Wake
