id_endereco,id_cliente,rua,numero,cidade,estado,cep
6873,15401,Travessa Aparecida,14,Vieira,ES,02907829
6874,20851,Quadra de da Rocha,4,da Cruz,MA,65480780
6875,7144,Largo Oliveira,4,Aragão de Goiás,MG,99261-880
6876,15545,Aeroporto Rios,24,da Mota,MT,13388-561
6877,22773,Lagoa Rios,2,Aragão de da Luz,PI,09158556
6878,21441,Vale de Freitas,93,Mendonça de Pires,RS,24592-773
6879,3787,Lago Moreira,19,Fernandes,SE,17389061
6880,19676,Viela Freitas,3,Moreira,SE,73331-535
6881,15133,Chácara Correia,98,Ferreira de Albuquerque,ES,63623-999
6882,4662,Vale Ferreira,921,Cavalcanti de Dias,RS,95202630
6883,1933,Fazenda Monteiro,48,Nogueira,CE,46245-342
6884,2408,Quadra Sá,50,Silva do Norte,TO,59455-866
6885,13591,Favela João Gabriel Sousa,609,Cassiano de Peixoto,MT,44041-497
6886,20395,Distrito Castro,628,Mendes,RN,67636193
6887,1136,Chácara Peixoto,96,Peixoto das Flores,SE,76465-457
6888,13597,Viela Nunes,3,Costa,SC,59521369
6889,21048,Trecho de Silveira,147,da Mata da Prata,BA,65374680
6890,5215,Fazenda Thiago Mendes,7,Castro,BA,66934-091
6891,14205,Quadra de Campos,38,Freitas Verde,RN,43066459
6892,1158,Loteamento Luiz Miguel Lima,16,Garcia,PR,64060-334
6893,21271,Rua de Lopes,915,Peixoto da Prata,PE,16614068
6894,21649,Vale Correia,82,Ramos do Galho,RR,21597007
6895,14738,Quadra Costela,99,Pinto,MT,36477-880
6896,5724,Condomínio Vasconcelos,4,Moreira Grande,RR,20516-568
6897,3040,Pátio Martins,17,da Paz de Oliveira,TO,22028-526
6898,5176,Estrada Lopes,510,Costela,RO,97196822
6899,10933,Distrito de da Luz,26,Silva,ES,36955428
6900,13139,Trevo Theo Viana,75,Gomes,PA,60819-981
6901,6423,Condomínio João Pedro Nunes,209,Gomes,PB,60066933
6902,4417,Colônia Juan Vargas,764,Novais,TO,96604-753
6903,2720,Favela Novais,10,Aragão da Mata,PR,61814-831
6904,3469,Trevo de Almeida,80,Silveira de Goiás,TO,06506-667
6905,5937,Lagoa de da Cunha,80,Castro,AC,86319620
6906,16936,Campo Lunna Câmara,7,Sá,PI,41968-666
6907,8653,Parque de Fogaça,689,Rios de Albuquerque,CE,01241-377
6908,7301,Largo Anthony Caldeira,9,Sales de Novais,SE,41888-179
6909,23553,Sítio Rodrigues,8,Andrade,GO,12017881
6910,17647,Loteamento Araújo,60,Viana,RR,26573-048
6911,9152,Via Andrade,971,Souza de Brito,TO,51495-676
6912,12190,Feira Pedro Pacheco,48,Souza de Macedo,PR,93769968
6913,17058,Feira Cunha,9,Farias dos Dourados,RR,95738-672
6914,1768,Viaduto Luísa Porto,30,da Luz,BA,82307415
6915,6823,Viaduto Sabrina Cirino,61,Correia,SC,70149-089
6916,23040,Quadra de da Conceição,37,Azevedo,RN,12238-967
6917,5131,Pátio Joana Lima,269,Melo de Goiás,DF,48419218
6918,2005,Condomínio Cavalcanti,6,das Neves,RO,94667-549
6919,18068,Rua Daniel Pires,50,Barros da Serra,TO,65769529
6920,7340,Lagoa Samuel Sampaio,620,Nascimento de Minas,PA,23993-771
6921,23337,Viaduto da Rosa,56,Silveira,RJ,15879-728
6922,4500,Avenida Rodrigues,363,Monteiro de Leão,SP,27492-584
6923,23457,Viela Pereira,542,Pastor,ES,95224094
6924,22362,Travessa de Pacheco,20,Gonçalves,PI,81905-198
6925,17077,Conjunto Ryan Cavalcanti,5,da Cruz,PE,37438-714
6926,8529,Setor da Luz,73,Castro de Moura,SE,95223-635
6927,11158,Largo de Novais,23,Fonseca das Pedras,RO,92404-887
6928,13679,Viela Ana Laura Sá,932,Fernandes da Mata,PE,66573340
6929,23545,Lagoa de Monteiro,997,Rios,PR,38192395
6930,5534,Condomínio Leão,62,Castro,BA,27136-892
6931,20781,Estrada de Lopes,363,Sales,MA,67883-058
6932,23110,Rodovia Ramos,66,Castro,AL,15786087
6933,19844,Via Santos,21,Santos,RS,99465-732
6934,16055,Avenida de Costela,9,Alves Alegre,RO,03454-146
6935,17657,Colônia de Azevedo,240,Novais,RR,01967-607
6936,10198,Jardim Carvalho,5,Cunha,PA,86978-835
6937,18597,Vila de Alves,19,Aragão,MA,27591-439
6938,12652,Loteamento de Santos,39,Campos,ES,38252857
6939,14148,Quadra Ana Sophia Moraes,845,Cassiano,GO,50873298
6940,22478,Esplanada Rodrigues,26,Pastor do Galho,PA,75995-329
6941,23154,Vila de Borges,47,Gonçalves Alegre,ES,95382-192
6942,12810,Passarela de Cardoso,65,Rocha,SP,12140-730
6943,3717,Alameda Julia Carvalho,93,Souza da Mata,AC,85356922
6944,14506,Setor de Souza,25,Cavalcante do Campo,DF,26258-761
6945,669,Feira Alves,45,Nascimento,BA,06528793
6946,7121,Quadra Lavínia Silva,40,da Cunha,DF,04544-209
6947,24535,Morro Pinto,86,Guerra da Mata,PA,49455-064
6948,11618,Colônia de Alves,92,Carvalho do Norte,TO,81545-134
6949,18040,Praça de Barbosa,10,Peixoto de Camargo,PA,62620616
6950,6066,Lago Cecília Siqueira,77,Barbosa,MG,03672510
6951,10650,Chácara Sampaio,83,Nunes,AM,74583671
6952,23365,Alameda de da Mota,68,Dias,SE,25373-347
6953,10908,Vale de Moraes,252,Abreu,AP,12206416
6954,6621,Área Elisa Dias,93,Lopes do Oeste,RJ,25328-676
6955,8391,Pátio Brito,46,Silva,CE,03310-847
6956,22787,Loteamento Teixeira,86,Campos do Amparo,RO,19256-727
6957,13575,Avenida de Correia,31,Araújo de Moura,AM,02839024
6958,4548,Favela de Costa,79,da Mota,AL,73530-637
6959,13514,Vale Nascimento,23,Leão de Machado,PI,60584368
6960,20082,Quadra de da Cruz,391,Câmara,TO,29402331
6961,20961,Esplanada Clarice Alves,353,Carvalho,ES,48819105
6962,19784,Favela de Sousa,98,Cunha de Moura,SP,35349-911
6963,15228,Viela Sousa,794,Melo,MS,95102-660
6964,21281,Lagoa Souza,91,Freitas,CE,31274-192
6965,24093,Via João Lucas Costela,796,Gomes da Prata,PE,01865-387
6966,6204,Rua de Araújo,9,Novais,MT,78779236
6967,15793,Avenida Danilo Araújo,87,Guerra,SP,47639418
6968,21551,Núcleo Porto,66,Pacheco,TO,76243245
6969,5806,Praia Alice Farias,31,Cirino de Ribeiro,DF,07555-775
6970,7836,Condomínio de Peixoto,7,Marques,CE,48670222
6971,15572,Distrito Lavínia Abreu,21,Abreu do Oeste,SE,31251106
6972,22508,Residencial Fernandes,3,Peixoto,MG,83375276
6973,12392,Condomínio Moreira,20,Pimenta das Pedras,MA,55248-422
6974,15338,Feira de Farias,22,Santos,GO,50983769
6975,20235,Aeroporto Vitor Gabriel Cavalcante,629,Siqueira do Galho,PE,14815713
6976,9185,Ladeira Dias,79,das Neves,PB,45649-657
6977,2196,Fazenda Kevin Câmara,94,Teixeira,PR,71666-314
6978,1014,Praça Cauê Rodrigues,5,Albuquerque,AP,24218-250
6979,21042,Passarela Antonella Pacheco,83,Lopes de Moura,BA,20768507
6980,4458,Sítio Câmara,9,Moraes,PE,08280-941
6981,15242,Morro de Vieira,359,Barbosa Verde,GO,49774394
6982,14146,Residencial Mariah da Luz,761,Oliveira de Barros,MG,68532311
6983,1765,Loteamento de Garcia,42,Siqueira,PB,07378-319
6984,8057,Núcleo José Miguel Novaes,13,Abreu do Amparo,PI,56112-281
6985,20205,Vila Joaquim Fonseca,320,Aparecida Verde,AM,51610539
6986,10701,Distrito Azevedo,13,Aparecida de Goiás,MG,95117-897
6987,1050,Alameda de Moreira,39,da Mota,RJ,51223-691
6988,750,Setor Yago Barros,4,Aragão da Serra,PR,67714314
6989,7422,Viaduto de da Cunha,4,Alves,RO,91863348
6990,10336,Recanto Francisco Vieira,853,Campos,PB,87153214
6991,9946,Alameda Nogueira,28,Leão,PE,94012-658
6992,23823,Vale de Sá,4,Rocha do Oeste,RR,80530540
6993,13118,Vila Silveira,854,Costela das Pedras,RR,35281-376
6994,21055,Residencial de Castro,57,Pimenta Verde,MG,17970309
6995,14354,Sítio Monteiro,6,Ribeiro,DF,91129-912
6996,4338,Ladeira Almeida,93,Fernandes,TO,03385552
6997,3137,Largo Porto,76,Barbosa de Vargas,ES,59000-554
6998,22430,Rodovia de Araújo,7,Brito de Pinto,ES,45742783
6999,17816,Avenida Marina Cavalcanti,53,Cavalcanti,PI,59494-667
7000,11005,Setor de Farias,97,Garcia,TO,69559-635
7001,7010,Residencial de Nunes,88,Silva Paulista,MS,54027742
7002,7403,Recanto Ana Júlia da Cunha,15,Aragão,MS,65171-824
7003,21491,Avenida Aragão,87,Ramos,RR,13091025
7004,11774,Condomínio Aragão,5,Sá de Moreira,MS,33069-610
7005,6077,Chácara de Lopes,77,Fonseca,AP,71814-676
7006,15069,Aeroporto Ferreira,50,Dias de Goiás,RJ,31940-388
7007,6424,Vale Rodrigues,15,Borges dos Dourados,TO,56452965
7008,10306,Rodovia de Garcia,70,Rios da Prata,PE,42765-362
7009,4752,Conjunto de Pastor,153,Alves,SP,93048-661
7010,70,Alameda Maria Helena Barbosa,6,Monteiro dos Dourados,RS,60133-572
7011,19668,Fazenda de Barbosa,77,Costa de Freitas,PI,98513-368
7012,8491,Vila Heloísa Viana,87,Pastor do Sul,PA,36560263
7013,23131,Estação Antony Aparecida,718,Garcia Alegre,CE,49978333
7014,13709,Pátio Elisa Fernandes,63,Sales,PI,10583323
7015,1411,Lagoa de Casa Grande,25,Araújo,RN,48708-857
7016,208,Campo de Câmara,40,Costela,PR,90698537
7017,4293,Colônia de Montenegro,6,Cunha do Campo,AC,79510371
7018,8159,Passarela de Novais,60,da Rosa,CE,85735-349
7019,12095,Recanto Bernardo Azevedo,71,Pacheco,RR,04415209
7020,22761,Recanto de Macedo,68,Cavalcante,BA,67078-503
7021,205,Via Manuela da Mata,132,Machado da Serra,AL,96728-658
7022,19558,Largo Sales,2,Nascimento de Fogaça,DF,38331-366
7023,5976,Quadra Lima,1,Nogueira dos Dourados,GO,29868772
7024,14576,Praia Ramos,547,Brito,SP,04897057
7025,3692,Setor Yago Melo,822,Rezende da Praia,RJ,61438778
7026,10492,Viela Pereira,394,Gonçalves,MG,75339017
7027,8978,Residencial Laura Casa Grande,52,Sá,TO,61120040
7028,3244,Fazenda Farias,582,Barros,ES,65238-767
7029,13233,Quadra Enzo Camargo,75,Câmara,MG,56505-829
7030,23493,Morro de Costela,21,Sales de Castro,PE,10496-378
7031,24508,Núcleo Machado,10,Pereira de Cirino,RS,60565-383
7032,14554,Lagoa Mendes,447,Teixeira do Oeste,SP,32615510
7033,22300,Travessa de Melo,411,Sousa do Norte,PB,29748955
7034,11835,Praia de Santos,92,Martins de Nogueira,GO,25319026
7035,20720,Trevo Eduarda Abreu,193,Porto,SP,91720808
7036,2759,Quadra Erick da Conceição,354,Vieira do Norte,SP,86298323
7037,2735,Avenida Apollo Pinto,7,Jesus de Macedo,MS,30686-033
7038,17579,Avenida de Moura,976,Moreira,RO,54598-353
7039,17923,Travessa João Pedro Fonseca,927,Almeida,GO,09564-603
7040,7510,Núcleo Allana da Paz,86,Aragão,RS,90623813
7041,23835,Passarela de Barros,5,da Luz,DF,76545713
7042,8240,Campo Yuri Oliveira,13,Marques de Goiás,RO,69397052
7043,18285,Feira de Sampaio,19,Rodrigues,AM,75843136
7044,19848,Favela de Sampaio,8,Novais,SC,96498-059
7045,19631,Feira de Rezende,7,Pastor,MG,13215621
7046,3307,Colônia Benjamim Vargas,116,Ramos,BA,90555-175
7047,5357,Estrada Maria Vitória Santos,54,Fernandes,MG,69623-578
7048,16419,Ladeira de Silva,527,Sales,AL,82655558
7049,11364,Ladeira de Souza,305,das Neves,PR,49824-333
7050,22798,Via Diego Moura,82,Mendes,GO,32803794
7051,16900,Trevo Dias,98,Brito do Galho,MA,03405-210
7052,11524,Rua da Mata,33,Rezende,RS,74554375
7053,1338,Núcleo de Fonseca,8,da Paz,RJ,65473614
7054,12638,Recanto de Pastor,17,Porto,RO,75345-710
7055,17521,Favela Eduardo Fogaça,85,Silveira Alegre,MA,20248384
7056,10155,Feira de Teixeira,923,Moreira Paulista,AC,32070192
7057,21638,Estrada Pires,77,Barros do Norte,PA,26509-956
7058,8755,Largo Ryan Pacheco,6,Santos de Cunha,CE,64637423
7059,6263,Ladeira Santos,3,Sousa de Gomes,GO,76254450
7060,5397,Pátio de Carvalho,2,Machado do Campo,CE,95743068
7061,10903,Distrito Teixeira,40,Marques Alegre,RN,56792-501
7062,24652,Campo Nina Garcia,24,Andrade,MG,36997736
7063,12563,Colônia Cecilia Lopes,10,Moraes,SE,34585-643
7064,5104,Fazenda de Abreu,62,Nascimento,PR,35876-023
7065,5344,Estação Pimenta,12,Lima do Campo,RJ,19344-056
7066,1158,Trevo de Moura,9,Carvalho de Câmara,ES,99454064
7067,19621,Feira de Rios,900,Câmara,PA,86223-253
7068,11247,Campo de da Paz,869,Borges de Silva,MS,30030-976
7069,1135,Estrada Josué Brito,303,Novaes,BA,86170202
7070,12694,Pátio Camargo,479,Leão,ES,24077-447
7071,13048,Via das Neves,27,Campos dos Dourados,CE,07963-618
7072,8325,Lagoa Aylla Pereira,449,Araújo de Aragão,PB,93591221
7073,7866,Condomínio Guerra,83,Siqueira,PB,22621958
7074,9592,Vale de Moreira,25,Nascimento,TO,65735-210
7075,15976,Loteamento de Aragão,37,Santos,PR,02689-319
7076,18576,Vale de Costela,48,Teixeira,MG,32212-766
7077,13736,Rua de Fonseca,999,Rocha de Pastor,PI,44906-776
7078,23639,Largo Almeida,68,Mendonça Verde,DF,07752897
7079,20861,Loteamento Helena Mendonça,39,da Cunha do Amparo,AL,26119111
7080,22417,Viela Farias,89,Fernandes,SP,54845-914
7081,21163,Jardim Pietro Oliveira,591,Lopes de Azevedo,TO,18992-223
7082,19504,Trevo da Paz,48,Leão,AL,31534-005
7083,20625,Via Correia,62,Monteiro,DF,18943-186
7084,8045,Parque Oliveira,83,da Rocha do Norte,TO,71503-377
7085,8807,Vila de Azevedo,619,Barros do Campo,RR,73474365
7086,17576,Feira Ravi Lucca Camargo,4,Aparecida,AP,76057278
7087,18546,Lagoa de Cardoso,313,Pires de Goiás,RO,24223664
7088,9530,Fazenda Santos,78,Albuquerque Alegre,PA,52879-056
7089,11725,Passarela Campos,913,Pires das Pedras,RR,86378020
7090,9282,Via de Viana,97,Fonseca de Farias,BA,28400-627
7091,22038,Fazenda Eduarda da Luz,54,Brito da Mata,GO,32412-108
7092,16723,Pátio Garcia,76,Cavalcanti,TO,22806-316
7093,8044,Aeroporto Pietra Cavalcante,26,Barros,RJ,78343280
7094,19847,Aeroporto de Campos,98,Mendonça,MG,36642-722
7095,23152,Condomínio da Rocha,8,Rezende,GO,62727-064
7096,10900,Ladeira de Pimenta,76,Vieira,TO,13477-821
7097,2365,Distrito Raul Sousa,7,da Mata de Rocha,MA,94704746
7098,14298,Distrito Leão,6,Campos,PR,59438969
7099,20590,Estrada de Vargas,8,Rios de Nogueira,TO,67254392
7100,21587,Rodovia Ryan Pimenta,29,Siqueira,PR,68521-648
7101,16259,Ladeira Vasconcelos,53,Sá,MT,89238764
7102,1767,Campo de Almeida,32,Fonseca,RR,62173-210
7103,9637,Rua de Andrade,486,Ramos do Amparo,SE,04434-046
7104,17480,Esplanada Ravi Mendonça,6,Silva de Pacheco,AP,19357240
7105,16244,Área Freitas,21,Freitas,DF,52204-363
7106,21603,Praia Lívia Cunha,373,Novaes da Mata,MS,35216-613
7107,13374,Área Maria Helena Costela,7,Rios,DF,11320080
7108,9779,Sítio da Cruz,99,Porto do Oeste,RJ,08364-201
7109,13150,Residencial Francisco da Rosa,6,Casa Grande das Flores,MG,76651935
7110,8780,Feira de Macedo,12,Moura,RO,88080497
7111,11995,Fazenda de Carvalho,94,Caldeira,RR,08423-995
7112,3056,Jardim Kevin Fonseca,132,Guerra,PR,34474120
7113,9278,Viaduto de Nunes,35,da Conceição,SC,23804081
7114,19943,Vereda Kevin Novaes,40,Macedo,AC,79200702
7115,5131,Praça de Oliveira,81,Teixeira,SP,91451877
7116,21394,Chácara Aparecida,43,Sousa do Campo,DF,70327-868
7117,17599,Rodovia de Marques,51,Novais,DF,35521425
7118,13256,Jardim Heloisa Duarte,23,Costela de Almeida,SE,15439889
7119,14334,Aeroporto Maria Fernanda da Conceição,260,Freitas,MT,50052-667
7120,1716,Jardim Montenegro,26,Correia da Prata,ES,17849266
7121,5202,Morro Mariah da Conceição,5,Camargo,RO,16920-820
7122,15046,Distrito Sousa,89,Lopes,MT,92777432
7123,19838,Rodovia Camargo,9,da Rosa,SP,99340461
7124,18466,Condomínio João Vitor Ferreira,99,Camargo do Galho,RJ,90808-827
7125,4214,Jardim de Novaes,28,da Cunha de Macedo,RS,04005-984
7126,10664,Vale Câmara,32,Sampaio,AL,55238-387
7127,3063,Vale de Camargo,697,Silva,RN,26328-687
7128,7085,Jardim Juliana Rocha,51,Sousa,RJ,35118554
7129,13115,Praia de Barbosa,15,Farias de Sampaio,AC,16895802
7130,18152,Avenida Ana Julia Cunha,54,Gomes Paulista,PA,58564-357
7131,1819,Estrada Nascimento,43,Melo,MS,76642-954
7132,8804,Favela Nina Brito,59,da Conceição de Ribeiro,RJ,38319621
7133,21591,Núcleo Kevin Mendes,21,Rocha,RS,19476-031
7134,10034,Praça Rodrigues,34,Caldeira,MS,42640223
7135,11476,Rodovia de Dias,64,Azevedo do Sul,MA,10258-824
7136,6377,Aeroporto de Teixeira,18,Cassiano,PR,64301443
7137,1601,Passarela Sabrina Rezende,22,Ribeiro da Praia,RN,78037812
7138,6594,Via de Barros,88,Siqueira,TO,96236-000
7139,13613,Conjunto de Carvalho,45,Sales de Novais,SP,83134-671
7140,22222,Lago Moura,67,Fogaça,PR,95681-541
7141,17616,Ladeira Letícia Castro,69,Camargo,AC,11595-874
7142,7867,Trecho Carvalho,1,Casa Grande Verde,MT,51652493
7143,14207,Estação Abreu,8,Castro do Galho,PE,78576903
7144,18232,Área João Gabriel Sampaio,629,Nascimento,DF,85372991
7145,10328,Rua Maria Eduarda das Neves,34,Porto,RS,27308-842
7146,20095,Residencial Cardoso,5,Pires,RN,15682-478
7147,17792,Trevo Caroline Siqueira,8,Pacheco,PB,74287827
7148,11087,Viaduto Cassiano,20,Ferreira,RN,63193-224
7149,627,Quadra de Novais,52,Ferreira,ES,63002-865
7150,3590,Estrada da Cunha,73,Jesus dos Dourados,GO,99219-834
7151,17793,Vale de Silva,5,Rocha,AM,51768-537
7152,13096,Quadra de Borges,21,Aragão,AP,69986731
7153,2740,Praia Léo Silveira,243,Siqueira Alegre,PB,57571674
7154,15533,Trevo de Aragão,7,Rodrigues do Amparo,AL,68388884
7155,18814,Alameda João Nunes,46,Pimenta,SC,16422-113
7156,5539,Jardim Brito,240,Duarte de Castro,RO,22540159
7157,23085,Vereda Pietra Rezende,887,Monteiro do Sul,AC,69809127
7158,2656,Fazenda de Pinto,2,Sá do Galho,PB,81455-499
7159,8282,Aeroporto Dias,43,Mendes,CE,29883-652
7160,5830,Setor João Lucas da Paz,57,Cunha,MT,17377-634
7161,1421,Trevo Marcelo Pastor,8,Camargo,AC,44192655
7162,3729,Morro Valentim Santos,1,Mendes de Cirino,MA,55056999
7163,9398,Lago de Albuquerque,793,Almeida do Galho,AC,67128774
7164,10671,Avenida Manuela Andrade,17,Vargas da Prata,CE,47922197
7165,2590,Distrito Gonçalves,943,Novais,RO,38172795
7166,21672,Fazenda Peixoto,6,Lima,TO,00552242
7167,2798,Condomínio da Mota,752,Correia,GO,41676044
7168,4389,Viela Vieira,1,Novaes Alegre,MS,05163246
7169,12123,Trecho Lívia Dias,25,Pacheco da Praia,MG,17803-428
7170,13927,Trevo de Azevedo,79,Castro,MG,56240-277
7171,2481,Travessa de Fernandes,80,Alves Verde,MT,35481942
7172,20600,Ladeira João Felipe da Paz,44,da Rocha de Souza,RO,40840402
7173,3205,Vale de Rodrigues,6,Borges,AC,40144170
7174,21266,Feira Alícia Pereira,8,Moraes da Serra,RN,00451-557
7175,20141,Conjunto de da Costa,5,Castro,PA,48277801
7176,2422,Praça Mendes,12,Novais da Mata,PI,80076821
7177,16516,Praça Yago Pinto,16,Dias do Campo,PE,87871-112
7178,17325,Sítio Pereira,545,da Cunha,PA,94460557
7179,5986,Recanto de Carvalho,15,Montenegro,MS,69016686
7180,6708,Rodovia de Monteiro,52,Fernandes,RO,27562-398
7181,14835,Praça Souza,50,Melo de Farias,DF,23801-916
7182,3332,Pátio Guerra,79,Freitas,MS,86633-202
7183,17188,Estrada Juliana da Costa,30,Alves da Mata,MG,21869-143
7184,1976,Largo Pastor,90,Silveira dos Dourados,AL,30902296
7185,19850,Travessa de Rezende,54,Albuquerque das Flores,BA,45606150
7186,11806,Largo de Abreu,92,Novais dos Dourados,RN,82651994
7187,2971,Vereda Correia,22,Melo da Praia,BA,27049-452
7188,3675,Estação Catarina Fernandes,14,Borges,CE,74244-302
7189,24159,Feira Viana,98,Oliveira de Pimenta,MT,62060-739
7190,16062,Viaduto Porto,8,Nascimento do Galho,BA,45166955
7191,21520,Colônia Garcia,1,Cavalcanti da Mata,AL,39740-754
7192,18933,Esplanada de Carvalho,7,Costa da Serra,PI,29970-192
7193,19829,Praia Stephany Mendonça,4,Cavalcanti Paulista,AM,86739-458
7194,13765,Travessa de Rezende,45,Ferreira,AL,77582-965
7195,11300,Recanto da Costa,38,Pastor,PI,81016-281
7196,21510,Residencial de Castro,86,Macedo,PE,16839-484
7197,5351,Passarela Cavalcanti,21,Campos do Norte,RR,18680650
7198,1111,Núcleo Isaac Peixoto,6,Jesus,PI,47349-861
7199,9255,Travessa Barros,29,Marques do Norte,RJ,81842-499
7200,18695,Residencial de da Rosa,20,Freitas da Prata,PI,29805-504
7201,4650,Sítio de da Rosa,422,Ribeiro,RR,49529361
7202,1944,Campo de Rodrigues,4,Leão de Siqueira,PA,60920277
7203,4135,Trecho de Abreu,8,Camargo de Rios,BA,27936228
7204,13454,Praia Dom Alves,22,Mendes do Sul,RN,88809511
7205,24600,Estrada Garcia,76,Porto do Galho,PB,29878-221
7206,11853,Vereda Bruna Fernandes,97,das Neves da Serra,RJ,80886-493
7207,7914,Área Pereira,2,Nascimento,MA,53230317
7208,20185,Parque Sá,18,Cardoso de Cardoso,TO,04189993
7209,23039,Parque Fernandes,740,Pimenta,RS,23134624
7210,10625,Residencial de Vieira,75,Guerra,PB,41187-203
7211,16622,Condomínio de da Mata,93,Pastor,PA,02988576
7212,3709,Trevo Brenda Araújo,4,Alves,AC,97760962
7213,3368,Vila de Viana,398,da Cunha de Alves,RS,34386198
7214,6404,Travessa Rodrigues,64,Lima Grande,AC,43251984
7215,14982,Lago Lucas Gabriel Viana,4,Rodrigues de Câmara,RJ,10332-443
7216,2032,Distrito Martins,310,Sousa,CE,37741-843
7217,776,Recanto Maria Laura Guerra,9,Pastor,MG,17913882
7218,6892,Vila Lopes,7,Nunes das Pedras,TO,38151396
7219,17494,Largo de Duarte,7,Oliveira,MT,08302618
7220,11906,Via Cassiano,84,Castro das Pedras,PE,31735-597
7221,1857,Praça Elisa Gomes,92,Cirino,SC,78564349
7222,6171,Colônia Olivia Costela,36,Nascimento,RO,82007028
7223,712,Área Câmara,4,da Cruz do Campo,PE,90822811
7224,14268,Área Nogueira,99,Fernandes,TO,79563-793
7225,12295,Vila Pires,471,Ferreira do Amparo,SE,75648-450
7226,8322,Viela Novais,91,Freitas de Aparecida,RO,30306741
7227,19290,Largo de Guerra,99,Albuquerque,SE,53835-908
7228,1226,Passarela de Cassiano,709,Guerra,AC,88264707
7229,7843,Rodovia de Oliveira,59,Garcia de Alves,PA,85906718
7230,15263,Chácara Agatha Casa Grande,74,Casa Grande,ES,16807-726
7231,2455,Distrito Siqueira,6,Cassiano do Amparo,RO,66354-308
7232,10808,Pátio de Costa,51,Nogueira da Prata,AM,00213715
7233,14823,Loteamento de Cassiano,5,Vasconcelos de Dias,AM,26539892
7234,4485,Morro Benjamin Nunes,8,Vargas de Moreira,AM,51725-916
7235,17152,Jardim Martins,185,Lima do Galho,PE,77491846
7236,3286,Feira de Cavalcante,68,Montenegro Alegre,CE,01730-370
7237,4154,Ladeira de Correia,54,Garcia de Costa,PI,82017769
7238,17740,Chácara de Araújo,78,Sales,RN,17904190
7239,21389,Passarela Pacheco,7,da Rocha de Ramos,RR,95525-136
7240,9354,Campo da Luz,1,da Conceição da Mata,MS,35625-176
7241,8695,Estação de Martins,81,Campos,SC,19842-331
7242,4785,Avenida Pimenta,39,Monteiro,GO,86053614
7243,5248,Praia Sampaio,68,Brito de Vargas,DF,52707526
7244,3606,Ladeira de Gomes,31,Cavalcante de Sampaio,RO,47623-834
7245,23675,Esplanada de Albuquerque,65,Ramos Alegre,RO,23457938
7246,18147,Via de Ramos,26,Silva,DF,03434-118
7247,278,Largo Nicole Marques,51,Pereira,BA,09214-074
7248,22413,Favela de Araújo,65,Ramos,PE,11460-340
7249,19467,Colônia de Alves,38,Macedo Paulista,RJ,01354-713
7250,727,Lagoa de Pereira,7,Fonseca do Oeste,PB,00751-885
7251,19652,Campo Cardoso,94,Andrade,DF,98700471
7252,20978,Parque Pereira,23,da Costa da Serra,ES,19907579
7253,6791,Trevo Fernandes,84,Rios,RS,39535-188
7254,14357,Setor de Martins,37,Costela,RJ,93830-901
7255,10050,Esplanada Marques,23,Araújo,PB,93813326
7256,13019,Vila Freitas,97,Vasconcelos do Galho,ES,27932711
7257,21366,Esplanada Igor Araújo,92,Aragão Verde,AL,81997-326
7258,5164,Parque Eloah da Luz,205,Montenegro,MA,71164492
7259,11997,Fazenda Arthur Miguel Costa,9,Campos,MA,97901244
7260,17753,Loteamento André Dias,239,Ferreira,TO,64925-338
7261,22600,Quadra Maysa Borges,157,da Mata de Goiás,AP,25811-528
7262,16629,Área de Alves,55,Vasconcelos de Viana,BA,45568258
7263,24182,Favela João Gabriel Gomes,2,Melo de Rezende,TO,00556716
7264,19453,Morro de Vasconcelos,28,Rodrigues de Brito,PB,13711-893
7265,17429,Distrito de Cunha,37,Camargo,MT,10971-584
7266,13837,Campo Barros,41,Fogaça de Dias,DF,67375-313
7267,17844,Núcleo da Cunha,7,Ferreira,PR,19682365
7268,15916,Residencial Marcela Camargo,246,Borges do Norte,PA,61244-247
7269,9033,Núcleo de Brito,40,Silveira do Oeste,PI,79914-705
7270,17636,Alameda Bruno Sá,474,Viana,SC,30811259
7271,9687,Via de Rocha,5,Monteiro,PR,02129216
7272,14563,Aeroporto Freitas,3,Jesus das Flores,PA,40599927
7273,5643,Rodovia Nina Santos,35,Nogueira Alegre,PB,17255-745
7274,4756,Passarela de Almeida,65,Castro,BA,98514-571
7275,22949,Loteamento Pastor,594,Duarte das Flores,TO,29695-688
7276,3405,Sítio Pimenta,9,Cunha do Amparo,MA,47232-792
7277,22179,Morro de Aparecida,496,Carvalho,DF,16630-440
7278,2547,Condomínio Sampaio,84,Fernandes,MA,55177-117
7279,12229,Praia Luigi Azevedo,11,Pastor,PB,29517-947
7280,6229,Parque Guerra,48,Moreira da Prata,ES,60698816
7281,22764,Residencial Azevedo,55,Rezende,MT,13389304
7282,13223,Estação Vitor Gabriel Melo,3,Silva,RN,23312453
7283,800,Aeroporto Ribeiro,35,Jesus,AP,90518-199
7284,3737,Fazenda Rezende,38,Aragão,AM,77803-748
7285,24700,Passarela de Macedo,4,Pereira,RJ,16552943
7286,13175,Praia Brayan Moraes,28,Sousa,CE,79844054
7287,8066,Via Isabela Castro,48,Caldeira,CE,76430118
7288,2243,Pátio Marina Dias,8,Pimenta do Norte,MS,85583-788
7289,23337,Quadra Matteo Carvalho,97,Albuquerque,PB,42058007
